Date,NIFTY50,USDINR,GOLD_INR,GOLD_USD,NIFTYBEES
2023-03-22,17151.900390625,82.677001953125,27.49587059020996,1946.800048828125,187.8800048828125
2023-03-23,17076.900390625,82.52580261230469,28.141357421875,1993.800048828125,186.91000366210938
2023-03-24,16945.05078125,82.26529693603516,29.163375854492188,1982.0999755859375,185.67999267578125
2023-03-27,16985.69921875,82.33879852294922,29.772998809814453,1952.4000244140625,186.17999267578125
2023-03-28,16951.69921875,82.21489715576172,30.248151779174805,1972.4000244140625,185.7100067138672
2023-03-29,17080.69921875,82.16429901123047,29.880584716796875,1966.0999755859375,187.08999633789062
2023-03-30,,82.25540161132812,31.171550750732422,1980.300048828125,
2023-03-31,17359.75,82.10050201416016,31.063976287841797,1969.0,189.86000061035156
2023-04-03,17398.05078125,82.18479919433594,31.691526412963867,1983.9000244140625,190.55999755859375
2023-04-04,,82.14089965820312,31.82599639892578,2022.199951171875,
2023-04-05,17557.05078125,82.11479949951172,31.718421936035156,2020.9000244140625,192.19000244140625
2023-04-06,17599.150390625,81.94999694824219,32.077022552490234,2011.9000244140625,192.94000244140625
2023-04-07,,81.831298828125,,,
2023-04-10,17624.05078125,81.88480377197266,32.49838638305664,1989.0999755859375,192.63999938964844
2023-04-11,17722.30078125,81.98390197753906,32.45355987548828,2004.800048828125,193.75999450683594
2023-04-12,17812.400390625,82.07009887695312,32.077022552490234,2010.9000244140625,194.63999938964844
2023-04-13,17828.0,81.96060180664062,32.22046661376953,2041.300048828125,194.77000427246094
2023-04-14,,81.68070220947266,32.193416595458984,2002.199951171875,
2023-04-17,17706.849609375,81.84480285644531,32.202430725097656,1994.199951171875,193.91000366210938
2023-04-18,17660.150390625,82.00370025634766,32.40077209472656,2007.4000244140625,193.24000549316406
2023-04-19,17618.75,82.10790252685547,32.364707946777344,1995.199951171875,192.86000061035156
2023-04-20,17624.44921875,82.34010314941406,32.0401611328125,2007.5999755859375,192.99000549316406
2023-04-21,17624.05078125,82.14089965820312,32.38273620605469,1979.5,192.85000610351562
2023-04-24,17743.400390625,82.05480194091797,32.18439865112305,1989.0999755859375,193.9499969482422
2023-04-25,17769.25,81.85230255126953,32.15736389160156,1994.0,194.1300048828125
2023-04-26,17813.599609375,81.9916000366211,32.121299743652344,1985.699951171875,194.6199951171875
2023-04-27,17915.05078125,81.76689910888672,31.990577697753906,1989.9000244140625,195.92999267578125
2023-04-28,18065.0,81.76509857177734,32.27455520629883,1990.0999755859375,197.2899932861328
2023-05-01,,81.74479675292969,32.2204704284668,1983.4000244140625,
2023-05-02,18147.650390625,81.77469635009766,32.004093170166016,2014.300048828125,198.38999938964844
2023-05-03,18089.849609375,81.77870178222656,31.41811180114746,2028.5999755859375,197.67999267578125
2023-05-04,18255.80078125,81.77999877929688,31.535308837890625,2048.0,199.44000244140625
