Price,Close,High,Low,Open,Volume,ticker,ticker_name,fetch_date
Ticker,USDINR=X,USDINR=X,USDINR=X,USDINR=X,USDINR=X,,,
2025-05-30,85.36129760742188,85.64140319824219,85.23860168457031,85.36129760742188,0,USDINR=X,USDINR,2026-05-25 14:44:35
2025-06-02,85.52429962158203,85.62169647216797,85.28410339355469,85.52429962158203,0,USDINR=X,USDINR,2026-05-25 14:44:35
2025-06-03,85.36370086669922,85.70449829101562,85.28520202636719,85.36370086669922,0,USDINR=X,USDINR,2026-05-25 14:44:35
2025-06-04,85.70880126953125,86.010498046875,85.55130004882812,85.70880126953125,0,USDINR=X,USDINR,2026-05-25 14:44:35
2025-06-05,85.9041976928711,86.02770233154297,85.61949920654297,85.9041976928711,0,USDINR=X,USDINR,2026-05-25 14:44:35
2025-06-06,85.87750244140625,85.94000244140625,85.47799682617188,85.87750244140625,0,USDINR=X,USDINR,2026-05-25 14:44:35
2025-06-09,85.7853012084961,85.85600280761719,85.48880004882812,85.77899932861328,0,USDINR=X,USDINR,2026-05-25 14:44:35
2025-06-10,85.75599670410156,85.75599670410156,85.50800323486328,85.75599670410156,0,USDINR=X,USDINR,2026-05-25 14:44:35
2025-06-11,85.65280151367188,85.6532974243164,85.404296875,85.65280151367188,0,USDINR=X,USDINR,2026-05-25 14:44:35
2025-06-12,85.46980285644531,85.71289825439453,85.38050079345703,85.46980285644531,0,USDINR=X,USDINR,2026-05-25 14:44:35
2025-06-13,85.68840026855469,86.20439910888672,85.62039947509766,85.68840026855469,0,USDINR=X,USDINR,2026-05-25 14:44:35
2025-06-16,86.24919891357422,86.24120330810547,85.77400207519531,86.24919891357422,0,USDINR=X,USDINR,2026-05-25 14:44:35
2025-06-17,86.10420227050781,86.38980102539062,85.88349914550781,86.10420227050781,0,USDINR=X,USDINR,2026-05-25 14:44:35
2025-06-18,86.36270141601562,86.54630279541016,86.25260162353516,86.36270141601562,0,USDINR=X,USDINR,2026-05-25 14:44:35
2025-06-19,86.61360168457031,86.90170288085938,86.32530212402344,86.61360168457031,0,USDINR=X,USDINR,2026-05-25 14:44:35
2025-06-20,86.58380126953125,86.76309967041016,86.47100067138672,86.58380126953125,0,USDINR=X,USDINR,2026-05-25 14:44:35
2025-06-23,86.5802993774414,87.02940368652344,86.55180358886719,86.5802993774414,0,USDINR=X,USDINR,2026-05-25 14:44:35
2025-06-24,86.23300170898438,86.35459899902344,85.9000015258789,86.23300170898438,0,USDINR=X,USDINR,2026-05-25 14:44:35
